Structure [idcode]	Molecule Name	Formula	FW	DSSTox_CID	SR-HSE	NR-AR	SR-ARE	NR-Aromatase	NR-ER-LBD	NR-AhR	SR-MMP	NR-ER	NR-PPAR-gamma	SR-p53	SR-ATAD5	NR-AR-LBD	Smiles	
fhy@C`@QAHadQJHuDFb@qFQQQRZZKETxISoSUUUTuP@@	NCGC00259460-01	C10H5Cl7	373.3177	679		0	1		0	0		0	0		0	0	ClC(C1C(C2(Cl)Cl)(C(Cl)=C3Cl)Cl)C=CC1C23Cl	
fduAC`H`bBQCHbTQjHMD^bLbbbdttVLUNBTxHXsUUUUUU@@@	NCGC00254544-01	C10H5Cl7O	389.3171	4126		0			0	0	1		0	0	0	0	ClC(C1OC1C1C(C2(Cl)Cl)(C(Cl)=C3Cl)Cl)C1C23Cl	
fde@@P@QAHadQJHuDFbOQDXcHhhiMMEcCS`eNCMUUUUUP@@	NCGC00257844-01	C10H6Cl8	409.7786	28117		0			1	0	1				0		ClC(CC(C1C(C2(Cl)Cl)(C(Cl)=C3Cl)Cl)C23Cl)C1Cl	
foA@C`@XeHbTQjHMDVbGQBRsSsOpPeUUUMUP@@	NCGC00166203-02	C8H5BrCl6	393.7473	21680	0		0										ClC(CC(CBr)C12Cl)(C2(Cl)Cl)C(Cl)=C1Cl	
foA@C`@XeHbTQjHMDVbGQBRsSsOpPeUUUMUP@@	NCGC00166203-01	C8H5BrCl6	393.7473	21680		0		0	0			0	0		0	0	ClC(CC(CBr)C12Cl)(C2(Cl)Cl)C(Cl)=C1Cl	
foA@C`@XeHbTQjHMDVbGQBRsSsOpPeUUUMUP@@	NCGC00255473-01	C8H5BrCl6	393.7473	21680		0			0	0	1	0	0		0	0	ClC(CC(CBr)C12Cl)(C2(Cl)Cl)C(Cl)=C1Cl	
fde@@P@QAHadQJHuDFbOQDXcHhhiMMEcCS`eNCMUUUUUQLHTTkP@	NCGC00254266-01	C10H6Cl8	409.7786	267	1	0	1			0	1				0		ClC(C[C@@H]([C@@H]1[C@@](C2(Cl)Cl)(C(Cl)=C3Cl)Cl)C23Cl)[C@@H]1Cl	
gJPBAbKDtPXaIjj@@	NCGC00257946-01	CBr2Cl2	242.7247	4014	0	0	0	0	0	0	0	0	0	0	0	0	ClC(Cl)(Br)Br	
gJPBAbJHtPXaIjj@@	NCGC00259841-01	CBrCl3	198.2737	3930	0	0	0	0	0		0	0	0	0	0	0	ClC(Cl)(Cl)Br	
gJPBAbJHtPXaIjj@@	NCGC00257422-01	CBrCl3	198.2737	3930	0	0	0	0	0	0	0	0	0	0	0	0	ClC(Cl)(Cl)Br	
gJPBADJHtPXaIjj@@	NCGC00257593-01	CCl4	153.8227	250	0	0	0	0	0	0	0	0	0	0	0	0	ClC(Cl)(Cl)Cl	
gGPBADJHLQXaInih@	NCGC00258748-01	C2Cl4	165.8334	1319	0	0	0	0		0	0		0	0	0	0	ClC(Cl)=C(Cl)Cl	
fdy@@`@QAhbtQFHrJIKJJJIGTYxL@EHTA@@@	NCGC00254155-01	C14H8Cl4	318.0253	374		0		0	0	0	1		0		0	0	ClC(Cl)=C(c(cc1)ccc1Cl)c(cc1)ccc1Cl	
fdy@@`@QAhbtQFHrJIKJJJIGTYxL@EHTA@@@	NCGC00258812-01	C14H8Cl4	318.0253	374	0	0	1	0	0	0	1		0		0		ClC(Cl)=C(c(cc1)ccc1Cl)c(cc1)ccc1Cl	
gC`LAbJHtPduP@	NCGC00258360-01	CHBrCl2	163.8286	198	0		0	0	0	0	0		0	0	0		ClC(Cl)Br	
gC`LADJHtPduP@	NCGC00260043-01	CHCl3	119.3776	306	0	0	0	0	0	0	0		0	0	0	0	ClC(Cl)Cl	
gGPJADPHtPXbqBRuUP@	NCGC00257976-01	CCl4S	185.8877	5854	0	0		0	0	0	0	0	0	0	0	0	ClC(SCl)(Cl)Cl	
fle@B`@QAhbtPzHSDYEEDeCEHe\s`XpDEATAABe@@	NCGC00259788-01	C14H9Cl5	354.4863	2345		0			1	0	1	1	0		0	0	ClC([C@@H](c(cc1)ccc1Cl)c(cccc1)c1Cl)(Cl)Cl	
fle@B`@QAhbtPzHSDYEEDeCEHe\s`XpDEATAABe@@	NCGC00254388-01	C14H9Cl5	354.4863	2345		0		0	1	0	1	1	0		0	0	ClC([C@@H](c(cc1)ccc1Cl)c(cccc1)c1Cl)(Cl)Cl	
fdy@@`@QAhbtQFHrJJIJFJIGLyxLAAPTAABe@@	NCGC00015226-12	C14H10Cl4	320.0412	372	0		0										ClC([C@@H](c(cc1)ccc1Cl)c(cccc1)c1Cl)Cl	
fdy@@`@QAhbtQFHrJJIJFJIGLyxLAAPTAABe@@	NCGC00015226-07	C14H10Cl4	320.0412	372		0		0	1	0	1	1	0		0	0	ClC([C@@H](c(cc1)ccc1Cl)c(cccc1)c1Cl)Cl	
fdy@@`@QAhbtQFHrJJIJFJIGLyxLAAPTAABe@@	NCGC00256452-01	C14H10Cl4	320.0412	372	0	0			1		1	1	0		0	0	ClC([C@@H](c(cc1)ccc1Cl)c(cccc1)c1Cl)Cl	
dcL@h@bBbIbEbMbDfYwin``Jh@@	NCGC00257723-01	C7H3Cl5	264.3637	5840		0			0	1		0	0	0	0	0	ClC(c(cc1)cc(Cl)c1Cl)(Cl)Cl	
dmt@H@bAbIbEbDfUvjZ@Bj@@	NCGC00259394-01	C7H4Cl4	229.9187	7593	0		0	0	0		0	0	0	0	0	0	ClC(c(cc1)ccc1Cl)(Cl)Cl	
dmt@H@bAbIbEbDfUvjZ@Bj@@	NCGC00254515-01	C7H4Cl4	229.9187	7593	0	0	0	0	0	0	0	1	0	0	0	0	ClC(c(cc1)ccc1Cl)(Cl)Cl	
dmv@HDBHFHfHVHRYWZih@Jh@@	NCGC00255192-01	C6H3Cl4N	230.9067	8967	0	0	0		0	1	0	0	0	0	0	0	ClC(c(cc1)cnc1Cl)(Cl)Cl	
dcN@hDBHjHfHVHvHrJIQERMtAAU@@@	NCGC00255353-01	C6H2Cl5N	265.3518	9534		0			0	0		0	0	0	1	0	ClC(c(cc1Cl)cnc1Cl)(Cl)Cl	
dcL@h@bAbIbEbMbDfYVen`HJh@@	NCGC00258493-01	C7H3Cl5	264.3637	5839	0	0			0	0		0	0	0	0	0	ClC(c(ccc(Cl)c1)c1Cl)(Cl)Cl	
dg^@xDBHjHfHVHvHNHnHRYYmZ[hBBjh@@	NCGC00256133-01	C6Cl7N	334.2419	24781	1	0	1		0	1				0		0	ClC(c(nc(c(Cl)c1Cl)Cl)c1Cl)(Cl)Cl	
dg\@X@bDbLbMbCbKbLbdLRVT`sU@AU@@@	NCGC00257811-01	C8H4Cl6	312.8354	6366	0	0	0	0	0			0	0	0	0	0	ClC(c1ccc(C(Cl)(Cl)Cl)cc1)(Cl)Cl	
dmv@HDBHFHfHVHrJIJFRf`@j`@@	NCGC00254819-01	C6H3Cl4N	230.9067	4216	0	0	0	0	0	0		0	0	0	0	0	ClC(c1cccc(Cl)n1)(Cl)Cl	
dmv@HDBHFHfHVHrJIJFRf`@j`@@	NCGC00259585-01	C6H3Cl4N	230.9067	4216	0	0	0	0	0	1	0	0	0	0	0	0	ClC(c1cccc(Cl)n1)(Cl)Cl	
deT@p@bDbLbLbdLRPsU@@@@	NCGC00258842-01	C7H5Cl3	195.4736	148	0	0	0	0					0	0	0	0	ClC(c1ccccc1)(Cl)Cl	
deT@p@bDbLbLbdLRPsU@@@@	NCGC00254133-01	C7H5Cl3	195.4736	148	0	0	0	0	0	1	0	0	0	0	0	0	ClC(c1ccccc1)(Cl)Cl	
did@P@bDbDfyWaj@@@@	NCGC00258865-01	C7H6Cl2	161.0285	5014	0	0		0	0	0	0	0	0	0	0	0	ClC(c1ccccc1)Cl	
did@P@bDbDfyWaj@@@@	NCGC00254144-01	C7H6Cl2	161.0285	5014	0	0	0	0	0	0	0	0	0	0	0	0	ClC(c1ccccc1)Cl	
gGPDADVHRUZZDT@	NCGC00257573-01	C4H6Cl2	124.9964	434	0		1		0	0	0	0	0	0	0		ClC/C=C/CCl	
gGPDADVHRUZZDR@	NCGC00258350-01	C4H6Cl2	124.9964	7310	0	0		0	0	0	0	0	0	0	0	0	ClC/C=C\CCl	
gOpBADFHlPxaIeeijh@	NCGC00258599-01	C3Cl4	177.8441	1660	0	0	0	0	0	0	0	0	0	0	0	0	ClC1(C(Cl)=C1Cl)Cl	
gJPLADJHLPdwS@@	NCGC00260092-01	C2HCl3	131.3883	1382	0	0	0	0	0	0		0	0	0	0	0	ClC=C(Cl)Cl	
gC`DADZHRVX@	NCGC00258328-01	C2H2Cl2	96.9433	4991	0	0	0	0	0	0	0	0	0	0	0	0	ClC=CCl	
eMACDXaIh@	NCGC00258344-01	CH2BrCl	129.3836	1503	0	0	0	0	0	0	0		0	0	0	0	ClCBr	
gGPLADFHlPdruT@@	NCGC00259572-01	C3H5Cl3	147.4308	1390	0	0	0	0	0	0	0	0	0	0	0	0	ClCC(CCl)Cl	
gGPLADFHlPdruT@@	NCGC00256369-01	C3H5Cl3	147.4308	1390	0	0	0	0	0	0	0	1	0	0	0	0	ClCC(CCl)Cl	
gGPBADJHtQXcHiCUP@	NCGC00258661-01	C2H2Cl4	167.8493	1317	0	0	0	0	0	0	0	0	0	0	0	0	ClCC(Cl)(Cl)Cl	
gJPLADJHLPdwU@@	NCGC00260014-01	C2H3Cl3	133.4042	1380	0	0		0	0	0	0		0	0	0	0	ClCC(Cl)Cl	
gGPDADVHRUZZ@@	NCGC00258005-01	C4H6Cl2	124.9964	28123	0	0			0	0	0	0	0	0	0	0	ClCC=CCCl	
gJPDADFHRUf`@	NCGC00257789-01	C3H4Cl2	110.9699	1307	0	0	0	0	0	0	0	0	0	0	0	0	ClCC=CCl	
gC`DAbZHRVh@	NCGC00259275-01	C2H4BrCl	143.4102	4775	0	0	0		0	0	0	0	0	0	0	0	ClCCBr	
gC`DAbZHRVh@	NCGC00257128-01	C2H4BrCl	143.4102	4775	0	0	0	0	0	0	0	0	0	0	0	0	ClCCBr	
gGPDAbVHRUZj@@	NCGC00260412-01	C4H8BrCl	171.4633	29309	0	0	0	0	0	0		0	0	0	0	0	ClCCCCBr	
dax@P@bNbDeUZjh@@	NCGC00255999-01	C6H12Cl2	155.0655	24409	0	0	0	0	0	0	0	0	0	0	0	0	ClCCCCCCCl	
gJPDADFHRUj`@	NCGC00258692-01	C3H6Cl2	112.9857	2004	0	0	0	0	0	0	0	0	0	0	0	0	ClCCCCl	
fdiPC@FFADAbHqBSJwZziSfcPAEUUQ@@@	NCGC00262916-01	C13H19Cl3N2	309.6624 (273.2014+36.4609)	31550	0		1										ClCCCN(CC1)CCN1c1cccc(Cl)c1.Cl	
gC`DADZHRVh@	NCGC00260015-01	C2H4Cl2	98.9592	438	0	0	0	0	0	0	0	0	0	0	0	0	ClCCCl	
def@pLBHFHfHRUeVjjh@@	NCGC00178521-03	C6H12Cl3N	204.5252	28670	0		1										ClCCN(CCCl)CCCl	
def@pLBHFHfHRUeVjjh@@	NCGC00095905-01	C6H12Cl3N	204.5252	28670		0		0	0	0	0	0	0	1	0	0	ClCCN(CCCl)CCCl	
daF@`LBHRUe[jjj@@	NCGC00253732-01	C6H12ClN	133.6192	23850	0												ClCCN1CCCC1	
gNqDLHaqBRjuU@@	NCGC00259623-01	C4H8Cl2O	143.0117	168	0	0	0	0	0	0	0	0	0	0	0	0	ClCCOCCCl	
gNqDLHaqBRjuU@@	NCGC00254256-01	C4H8Cl2O	143.0117	168	0	0	0	0	0	0	0	0	0	0	0	0	ClCCOCCCl	
dedDPLXHbXaIUUZjj`@	NCGC00256237-01	C6H12Cl2O2	187.0643	27000	0	0	0	0	0	0	0	0	0	0	0	0	ClCCOCCOCCCl	
diDDPLhH`XaIUUjjh@@	NCGC00257838-01	C5H10Cl2O2	173.0377	3917	0	0	0	0	0	0	0	0	0	0	0	0	ClCCOCOCCCl	
dkLLHLi`bB|MbCbDeVUUjjjj@@	NCGC00259685-01	C6H12Cl3O3P	269.4904	6258	0	0		0	0		0	0	0	0	0	0	ClCCOP(OCCCl)OCCCl	
dkLLHLi`bB|MbCbDeVUUjjjj@@	NCGC00257043-01	C6H12Cl3O3P	269.4904	6258	0	0	0	0	0	0	0	0	0	0	0	0	ClCCOP(OCCCl)OCCCl	
eMABHXaIh@	NCGC00260075-01	CH2Cl2	84.9326	868	0	0	0	0	0	0	0	0	0	0	0	0	ClCCl	
gJQDDH`qBRmT@@	NCGC00258394-01	C2H4Cl2O	114.9586	173	0	0	0	0	0	0	0	1	0	0	0	0	ClCOCCl	
gGPLAbGDlPdruUIP@	NCGC00257936-01	C3H5Br2Cl	236.3328	413	0	0	0	0	0	0		0	0	0	0	0	ClC[C@@H](CBr)Br	
gKQHLHaI[Fjhj@@	NCGC00257830-01	C3H5ClO	92.5242	566	0	0	0	0	0	0	0	0	0	0	0	0	ClC[C@@H]1OC1	
deT@p@bAbIbDfYU[hBB`@@	NCGC00256182-01	C7H5Cl3	195.4736	25005	0	0		0	0	0		0	0		0	0	ClCc(ccc(Cl)c1)c1Cl	
did@P@bAbDfYUn`HH@@	NCGC00258641-01	C7H6Cl2	161.0285	7241	0	0	0	0	0	0		0	0	0	0		ClCc(cccc1)c1Cl	
did@P@bAbLbbRaih@J@@	NCGC00253721-01	C7H6Cl2	161.0285	31575	0		0										ClCc1cccc(Cl)c1	
daD@`@bDeeVz`@@@	NCGC00257820-01	C7H7Cl	126.5835	153	0	0	0	0	0	0	0	0	0	0	0	0	ClCc1ccccc1	
diF@PJBHFHRVUFz`@@@	NCGC00259919-01	C6H7Cl2N	164.0325 (36.4609+127.5715)	309	0	0	0	0		0	0		0	0	0	0	ClCc1cnccc1.Cl	
diF@PJBHFHRVUFz`@@@	NCGC00256478-01	C6H7Cl2N	164.0325 (36.4609+127.5715)	309	0	0		0	0	0	0	0	0	0	0	0	ClCc1cnccc1.Cl	
diF@PLBHFHRVUFz`@@@	NCGC00258881-01	C6H7Cl2N	164.0325 (127.5715+36.4609)	308	0	0		0	0	0	0	0	0	0	0	0	ClCc1ncccc1.Cl	
diF@PLBHFHRVUFz`@@@	NCGC00256429-01	C6H7Cl2N	164.0325 (127.5715+36.4609)	308	0	0	0	0	0	0	0	0	0	0	0	0	ClCc1ncccc1.Cl	
gGPFADSpTQh`qEbDfjj`@	NCGC00260079-01	Cl5P	208.2388	13896	0	0	0	0	0	0	0	0	0		0	0	ClP(Cl)(Cl)(Cl)Cl	
did@p@bH|DbDfyWaj@@@@	NCGC00257120-01	C6H5Cl2P	178.9837	7282	0	0	0	0	0	0	0	0	0	0	0	0	ClP(c1ccccc1)Cl	
gC`BAyRHTQhbOT@@	NCGC00255972-01	AuCl3	303.3256	24379	1	0	1		1	0							Cl[Au](Cl)Cl	
fj}@C@@YTHaDQdddLTTRRRVud~sDmU@@@@@@@@@	NCGC00255815-01	C18H15BiCl2	511.1981	22499		0			1								Cl[Bi](c1ccccc1)(c1ccccc1)(c1ccccc1)Cl	
fdu@A`@QAHadQJHuDFbLbbbdttVLUNBTxOhsUUUUUTdhaIT\`@	NCGC00259621-01	C12H8Cl6	364.9099	40	0	0	0			0	1				0	0	Cl[C@@]([C@H]([C@H]1C=CC2C1)[C@H]2C12Cl)(C2(Cl)Cl)C(Cl)=C1Cl	
fdu@A`@QAHadQJHuDFbLbbbdttVLUNBTxOhsUUUUUTdhaIT\`@	NCGC00253951-01	C12H8Cl6	364.9099	40		0	0	0	0	0	1	0	0		0	0	Cl[C@@]([C@H]([C@H]1C=CC2C1)[C@H]2C12Cl)(C2(Cl)Cl)C(Cl)=C1Cl	
dcL@X@bBbFbAbEbMbDfYnijjjjZHbqUNTp@	NCGC00258230-01	C6H6Cl6	290.8298	684	0	0			0		1	0	0	0	0	0	Cl[C@H]([C@@H]([C@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)[C@@H]1Cl	
dcL@X@bBbFbAbEbMbDfYnijjjjZHbqUNTh@	NCGC00259618-01	C6H6Cl6	290.8298	686	0	0			0	0		0	0	0	0	0	Cl[C@H]([C@H]([C@@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)[C@H]1Cl	
dcL@X@bBbFbAbEbMbDfYnijjjjZHbqUNTh@	NCGC00254855-01	C6H6Cl6	290.8298	686	0	0	0		0	0		0	0	0	0	0	Cl[C@H]([C@H]([C@@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)[C@H]1Cl	
dcL@X@bBbFbAbEbMbDfYnijjjjZHbrUNdp@	NCGC00254541-01	C6H6Cl6	290.8298	685	0	0	0	0		0		1	0	0	0	0	Cl[C@H]([C@H]([C@@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)[C@@H]1Cl	
dcL@X@bBbFbAbEbMbDfYnijjjjZHbrUNdp@	NCGC00259839-01	C6H6Cl6	290.8298	685	0	0	0	0		0	0	1	0	0	0	0	Cl[C@H]([C@H]([C@@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)[C@@H]1Cl	
daDDPDXHbhaIeenjjiHfP@	NCGC00256493-01	C4H6Cl2O2	156.9952	421	0	0	0	0	0		0	0	0	0	0	0	Cl[C@H]1OCCO[C@@H]1Cl	
daDDPDXHbhaIeenjjiHfP@	NCGC00259679-01	C4H6Cl2O2	156.9952	421	0	0	0		0	0	0	0	0	0	0	0	Cl[C@H]1OCCO[C@@H]1Cl	
fl}AA`D`bBQCHbTQjHMDYEEEIihlXeS`eNCzLTsUUUUUUTKDiAQRmGStb`@	NCGC00244579-01	C12H8Cl6O	380.9093	453	0	0				0	1		0	0	0		Cl[C@]([C@@H]([C@@H]1[C@H]2O[C@H]2[C@H]2C1)[C@@H]2[C@@]12Cl)(C2(Cl)Cl)C(Cl)=C1Cl	
fdu@A`@QAHadQJHuDFbLbbbdttVLUNBTxOhsUUUUUTlqJPTTkQr@@	NCGC00255719-01	C12H8Cl6	364.9099	22065	0	0			0	0	1	1	0	0	0	0	Cl[C@]([C@@H]([C@H]1C=C[C@H]2C1)[C@@H]2[C@@]12Cl)(C2(Cl)Cl)C(Cl)=C1Cl	
fl}AA`D`bBQCHbTQjHMDYEEEIihlXeS`eNCzLTsUUUUUUTKDiAQRlgKrc@@	NCGC00254373-01	C12H8Cl6O	380.9093	561		0		1	0	0	1		0	0	0	0	Cl[C@]([C@@H]([C@H]1[C@@H]2O[C@@H]2[C@@H]2C1)[C@@H]2[C@@]12Cl)(C2(Cl)Cl)C(Cl)=C1Cl	
gC`B@aRHTQhbOT@@	NCGC00254723-01	Cl3Dy	268.8590	21909	0	0	0	0	0	0		0		0	0	0	Cl[Dy](Cl)Cl	
daD@P@BhbDkeVz`@@@	NCGC00254782-01	C6H5ClHg	313.1469	22129	1	0	1		1				1	1			Cl[Hg]c1ccccc1	
gC`BAFRHTQhbOT@@	NCGC00090704-03	Cl3In	221.1770	13566	0	0	1	0	0	0	0	0	0	0	0	0	Cl[In](Cl)Cl	
gG`bCQFRHTQhbNU@@	NCGC00256835-01	H4Cl3InO2	257.2076 (18.0153+221.1770+18.0153)	27512	0	0	1	0		0	0	1	0	0	0		Cl[In](Cl)Cl.O.O	
gC`B@^RHTQhbOT@@	NCGC00254554-01	Cl3Nd	250.6010	24760	0	0			0	0	0	0	0	0	0	0	Cl[Nd](Cl)Cl	
eMC@xhabHz@	NCGC00255504-01	Cl2Ni	129.5994	20316		0	0		0	0	0	0	0	0	0	0	Cl[Ni]Cl	
eMCAthabHz@	NCGC00255117-01	Cl2Pd	177.3260	5824	0	0		0	0	0	0	0	0	0	0	0	Cl[Pd]Cl	
gC`BAfRHTQhbOT@@	NCGC00254549-01	Cl3Sb	228.1190	24161	1	0	1	0	0	0	1	0		1	0		Cl[Sb](Cl)Cl	
foA@C@@QDGADPdusJkjlYuT@@@@@@	NCGC00260101-01	C12H10Cl2Si	253.1993	6494	0	0	0	0	0	0	1	0	0	0	0	0	Cl[Si](c1ccccc1)(c1ccccc1)Cl	
gJPJ@fRHTQh`qD_U@@	NCGC00257735-01	Cl4Sn	260.5220	9679	0	0	0	0	0	0	0	0	0	0	0	0	Cl[Sn](Cl)(Cl)Cl	
dk\@p@zHbDbLddLTRRe]NjjeV`@	NCGC00260038-01	C10H10Cl2V	252.0339	4616		0	1			0	0	0			0		Cl[V](C1C=CC=C1)(C1C=CC=C1)Cl	
gC`B@qRHTQhbOT@@	NCGC00254964-01	Cl3Yb	279.3990	27117	0	0	0	0	0	0	0	0	0	0	0	0	Cl[Yb](Cl)Cl	
eMCAxhabHz@	NCGC00255612-01	Cl2Zn	136.3150	15013	0	0	0	0	0	0	0	0	0	0	0	0	Cl[Zn]Cl	
dk\@p@EHbDbLddLTRRe]NjZjU`@	NCGC00260437-01	C10H10Cl2Zr	292.3164	6318	0	0	0	0	0	0	0	0	0	0	0	0	Cl[Zr](C1C=CC=C1)(C1=CC=CC1)Cl	
dcL@X@bBbFbAbEbMbDfYni`bHh@@	NCGC00260540-01	C6Cl6	284.7822	682	0	0	0	0	0	0		0	0	0	0	0	Clc(c(Cl)c(c(Cl)c1Cl)Cl)c1Cl	
dmv@hDBHjHzHfHVHRYYoXXBHh@@	NCGC00254444-01	C5Cl5N	251.3252	2179	0	0	1	0	0	0		0	0	0	0	0	Clc(c(Cl)c(nc1Cl)Cl)c1Cl	
dmv@hDBHjHzHfHVHRYYoXXBHh@@	NCGC00259127-01	C5Cl5N	251.3252	2179	0	0	1	0	0	0	0	0	0	0	1	0	Clc(c(Cl)c(nc1Cl)Cl)c1Cl	
did@h@bDBJbNbAbDfV\fiji@@	NCGC00255751-01	C4Cl4S	221.9198	22451	0	0	0	0	0	0	0	0	0	0	0	0	Clc(c(Cl)c(s1)Cl)c1Cl	
deT@H@bBbAbIbDfYu[hHB`@@	NCGC00259256-01	C6H2Cl4	215.8921	4320	0	0	0	0		0	0	1	0	0	0	0	Clc(c(Cl)c1)cc(Cl)c1Cl	
deT@H@bBbAbIbDfYu[hHB`@@	NCGC00254246-01	C6H2Cl4	215.8921	4320	0	0		0	0	0	0	0	0	0	0	0	Clc(c(Cl)c1)cc(Cl)c1Cl	
fde@``ARADDb@qDXaIf]UUUYqVg^``Jh@h@@@	NCGC00260338-01	C12H4Cl4O2	321.9710	1315	0	0	1		0	1		0	0	0	0	0	Clc(c(Cl)c1)cc(Oc2c3)c1Oc2cc(Cl)c3Cl	
deT@H@bBbFbAbDfYnzXHb@@@	NCGC00257037-01	C6H2Cl4	215.8921	6088	0	0	0	0	0	0	0		0	0	0	0	Clc(c(Cl)c1Cl)ccc1Cl	
deT@H@bBbFbAbDfYnzXHb@@@	NCGC00259048-01	C6H2Cl4	215.8921	6088	0	0	0	0	0	0	0	0	0	0	0	0	Clc(c(Cl)c1Cl)ccc1Cl	
dcm@PDHHaXaIeeUkiv@@B@@@	NCGC00260505-01	C8H4Cl2N2	199.0368	29162	0	0	1	0	0	1		0	0	0	0	0	Clc(c1ccccc11)nnc1Cl	
fdy@A`@QAH`TPZHCDQbDfYuygUgG^``JB@h@@@	NCGC00260019-01	C12H4Cl6	360.8782	12180	0	0	0	0	0	0		0	0	0	0	0	Clc(cc(c(Cl)c1)Cl)c1-c(c(Cl)c1)cc(Cl)c1Cl	
dg\HHBBlFHNHnHRUVYuW[jB@h@@	NCGC00181134-01	C9H4Cl3IO	361.3909	26865		0			0	0			0		0		Clc(cc(c(Cl)c1)Cl)c1OCC#CI	
dmt@h@bBbFbAbEbDfYn~fBHb@@	NCGC00257145-01	C6HCl5	250.3371	4247	0	0	0	0	0	0	0	0	0	0	0	0	Clc(cc(c(Cl)c1Cl)Cl)c1Cl	
deV@HDBHjHzHfHrJIQRlLADP@@	NCGC00257813-01	C5HCl4N	216.8801	7467	0		0	0	0	0	0	0	0	0	0	0	Clc(cc(c(Cl)n1)Cl)c1Cl	
fjcHB@AJSdDPdrmrlvjtyitRis@DMPTBaD@@	NCGC00168250-01	C16H11ClN4	294.7383	572		0		0	0	0	0	0	0	0	0	0	Clc(cc1)cc(C(c2ccccc2)=NC2)c1-n1c2nnc1	
ffsPB@KUADILkZrljoQbcQKfl@ETqPTPD@@	NCGC00159325-05	C19H19ClN2	310.8206	24196	0		0										Clc(cc1)cc(CCc2c3nccc2)c1C3=C1CCNCC1	
ffsPB@KUADILkZrljoQbcQKfl@ETqPTPD@@	NCGC00159325-02	C19H19ClN2	310.8206	24196		0			0	0			0	0	0	0	Clc(cc1)cc(CCc2c3nccc2)c1C3=C1CCNCC1	
did@p@bBbAbDfYun``H@@	NCGC00258863-01	C6H3Cl3	181.4470	1965	0	0		0	0	0	0	0	0	0	0	0	Clc(cc1)cc(Cl)c1Cl	
did@p@bBbAbDfYun``H@@	NCGC00254336-01	C6H3Cl3	181.4470	1965	0	0	0	0	0	0	0	0	0	0	0	0	Clc(cc1)cc(Cl)c1Cl	
ffsqB@ARJhDPdrmrljj}NZ]DnZpACUTTDA@@@	NCGC00015004-13	C17H16ClN3O	313.7814	2598			0										Clc(cc1)cc2c1Oc(cccc1)c1N=C2N1CCNCC1	
ffsqB@ARJhDPdrmrljj}NZ]DnZpACUTTDA@@@	NCGC00255124-01	C17H16ClN3O	313.7814	2598		0		1		0		0	0		0	0	Clc(cc1)cc2c1Oc(cccc1)c1N=C2N1CCNCC1	
foQ`A@F@bIABSJvmkSdeV]@DT@A@@@	NCGC00253702-01	C12H8ClNS	233.7166	31643	0												Clc(cc1)cc2c1Sc(cccc1)c1N2	
dew@`FFPbDfUmkaf@HX`@	NCGC00256833-01	C6H4ClN3	153.5691	27450		0	0	0		0	0	0		0	0	0	Clc(cc1)cc2c1[nH]nn2	
daD@P@bNbDfUzZ@B@@	NCGC00253934-01	C6H4Cl2	147.0020	431	0	0	0	0	0	0	0	0	0	0	0	0	Clc(cc1)ccc1Cl	
daD@P@bNbDfUzZ@B@@	NCGC00257953-01	C6H4Cl2	147.0020	431	0	0	0	0	0	0	0	0	0	0	0	0	Clc(cc1)ccc1Cl	
figHB@NRtLDPdrnlljormFF\EOQp@T@@DP@@@@@	NCGC00181350-03	C20H15ClN4	346.8129	26919	0		1										Clc(cc1)ccc1Nc1nnc(Cc2ccncc2)c2ccccc12	
figHB@NRtLDPdrnlljormFF\EOQp@T@@DP@@@@@	NCGC00181350-01	C20H15ClN4	346.8129	26919		0		1	0	1				0	0	0	Clc(cc1)ccc1Nc1nnc(Cc2ccncc2)c2ccccc12	
fmgHC@NRtLDQNHWDILkkKJk|jEFF\EOQp@T@@DP@@@@@	NCGC00181350-02	C20H17Cl3N4	419.7348 (346.8129+36.4609+36.4609)	28999		0		1	0	1	1	0	0	0	0	0	Clc(cc1)ccc1Nc1nnc(Cc2ccncc2)c2ccccc12.Cl.Cl	
fhi@B`@QAH`TQHHCDILsklklx{tDAT@D@@@	NCGC00259941-01	C12H6Cl4S	324.0530	314	0	0	0			0	1		0	0	0	0	Clc(cc1)ccc1Sc(c(Cl)c1)cc(Cl)c1Cl	
fhi@B`@QAH`TQHHCDILsklklx{tDAT@D@@@	NCGC00256524-01	C12H6Cl4S	324.0530	314	0	0	0	0	0	0		0	0	0	0	0	Clc(cc1)ccc1Sc(c(Cl)c1)cc(Cl)c1Cl	
deT@H@bBbFbIbLbbbfOCADD@@	NCGC00258227-01	C6H2Cl4	215.8921	6089	0	1	0	0	0	0	0		0	0	0		Clc(cc1Cl)cc(Cl)c1Cl	
fakP``JQIxDQJHKD]bLbbbRRaRrTRbKAV]UlDDP@TAA@@@@	NCGC00256438-01	C16H8Cl4N2O2	402.0589	175	0	0			0		1	0	0	0	0	0	Clc(cc1Cl)cnc1Oc(cc1)ccc1Oc(ncc(Cl)c1)c1Cl	
